 Image  path ,Prediction,Crystal,Other,Precipitate:,Clear,Well,Cocktail
/home/ethan/Documents/github/models/research/marco/X000015686-jpg/X000015686201907041303-jpg/X0000156860013201907041348.jpg,Precipitate,0.025142077,0.024926985,0.9246339,0.02529707,13, ['13'    '18_C0013'    'HR  Slice  pH  B1'    ''    ''    ''    'Sodium  acetate  trihydrate'    '0.5  M'    '4.9'    'PEG  3350'    '15%  (w/v)'    ''    ''    ''    ''    ''    ''    ''    ''] 
/home/ethan/Documents/github/models/research/marco/X000015686-jpg/X000015686201907041303-jpg/X0000156860014201907041348.jpg,Clear,0.03236584,0.024445402,0.032891706,0.9102971,14, ['14'    '18_C0014'    'HR  Slice  pH  B2'    ''    ''    ''    'DL-Malic  acid'    '0.5  M'    '4.7'    'PEG  3350'    '15%  (w/v)'    ''    ''    ''    ''    ''    ''    ''    ''] 
/home/ethan/Documents/github/models/research/marco/X000015686-jpg/X000015686201907041303-jpg/X0000156860015201907041348.jpg,Clear,0.087481685,0.08726806,0.22627464,0.5989757,15, ['15'    '18_C0015'    'HR  Slice  pH  B3'    ''    ''    ''    'DL-Malic  acid'    '0.5  M'    '5.0'    'PEG  3350'    '15%  (w/v)'    ''    ''    ''    ''    ''    ''    ''    ''] 
/home/ethan/Documents/github/models/research/marco/X000015686-jpg/X000015686201907041303-jpg/X0000156860016201907041348.jpg,Precipitate,0.02524838,0.024679983,0.9268188,0.023252834,16, ['16'    '18_C0016'    'HR  Slice  pH  B4'    ''    ''    ''    'DL-Malic  acid'    '0.5  M'    '5.3'    'PEG  3350'    '15%  (w/v)'    ''    ''    ''    ''    ''    ''    ''    ''] 
/home/ethan/Documents/github/models/research/marco/X000015686-jpg/X000015686201907041303-jpg/X0000156860017201907041348.jpg,Precipitate,0.025581047,0.025063546,0.923736,0.025619432,17, ['17'    '18_C0017'    'HR  Slice  pH  B5'    ''    ''    ''    'DL-Malic  acid'    '0.5  M'    '5.6'    'PEG  3350'    '15%  (w/v)'    ''    ''    ''    ''    ''    ''    ''    ''] 
/home/ethan/Documents/github/models/research/marco/X000015686-jpg/X000015686201907041303-jpg/X0000156860018201907041348.jpg,Precipitate,0.023475882,0.024867795,0.927488,0.024168346,18, ['18'    '18_C0018'    'HR  Slice  pH  B6'    ''    ''    ''    'DL-Malic  acid'    '0.5  M'    '5.9'    'PEG  3350'    '15%  (w/v)'    ''    ''    ''    ''    ''    ''    ''    ''] 
/home/ethan/Documents/github/models/research/marco/X000015686-jpg/X000015686201907041303-jpg/X0000156860019201907041348.jpg,Crystals,0.8627463,0.04456011,0.037305024,0.05538871,19, ['19'    '18_C0019'    'HR  Slice  pH  B7'    ''    ''    ''    'Succinic  acid'    '0.5  M'    '4.8'    'PEG  3350'    '15%  (w/v)'    ''    ''    ''    ''    ''    ''    ''    ''] 
/home/ethan/Documents/github/models/research/marco/X000015686-jpg/X000015686201907041303-jpg/X0000156860020201907041348.jpg,Clear,0.05213592,0.025045885,0.030839168,0.8919789,20, ['20'    '18_C0020'    'HR  Slice  pH  B8'    ''    ''    ''    'Succinic  acid'    '0.5  M'    '5.1'    'PEG  3350'    '15%  (w/v)'    ''    ''    ''    ''    ''    ''    ''    ''] 
/home/ethan/Documents/github/models/research/marco/X000015686-jpg/X000015686201907041303-jpg/X0000156860021201907041348.jpg,Precipitate,0.025807435,0.024795057,0.9254458,0.023951676,21, ['21'    '18_C0021'    'HR  Slice  pH  B9'    ''    ''    ''    'Succinic  acid'    '0.5  M'    '5.4'    'PEG  3350'    '15%  (w/v)'    ''    ''    ''    ''    ''    ''    ''    ''] 
/home/ethan/Documents/github/models/research/marco/X000015686-jpg/X000015686201907041303-jpg/X0000156860022201907041348.jpg,Clear,0.02405751,0.024005432,0.024645392,0.9272916,22, ['22'    '18_C0022'    'HR  Slice  pH  B10'    ''    ''    ''    'Succinic  acid'    '0.5  M'    '5.7'    'PEG  3350'    '15%  (w/v)'    ''    ''    ''    ''    ''    ''    ''    ''] 
/home/ethan/Documents/github/models/research/marco/X000015686-jpg/X000015686201907041303-jpg/X0000156860023201907041348.jpg,Clear,0.044233613,0.022736687,0.025170272,0.9078594,23, ['23'    '18_C0023'    'HR  Slice  pH  B11'    ''    ''    ''    'Succinic  acid'    '0.5  M'    '6.0'    'PEG  3350'    '15%  (w/v)'    ''    ''    ''    ''    ''    ''    ''    ''] 
/home/ethan/Documents/github/models/research/marco/X000015686-jpg/X000015686201907041303-jpg/X0000156860024201907041348.jpg,Clear,0.04858186,0.026797447,0.030715428,0.89390534,24, ['24'    '18_C0024'    'HR  Slice  pH  B12'    ''    ''    ''    'Sodium  cacodylate  trihydrate'    '0.5  M'    '5.2'    'PEG  3350'    '15%  (w/v)'    ''    ''    ''    ''    ''    ''    ''    ''] 
/home/ethan/Documents/github/models/research/marco/X000015686-jpg/X000015686201907041303-jpg/X0000156860025201907041348.jpg,Precipitate,0.027391566,0.023940375,0.9233068,0.025361303,25, ['25'    '18_C0025'    'HR  Slice  pH  C1'    ''    ''    ''    'Sodium  cacodylate  trihydrate'    '0.5  M'    '5.5'    'PEG  3350'    '15%  (w/v)'    ''    ''    ''    ''    ''    ''    ''    ''] 
/home/ethan/Documents/github/models/research/marco/X000015686-jpg/X000015686201907041303-jpg/X0000156860026201907041348.jpg,Crystals,0.64517766,0.03284015,0.14173986,0.18024233,26, ['26'    '18_C0026'    'HR  Slice  pH  C2'    ''    ''    ''    'Sodium  cacodylate  trihydrate'    '0.5  M'    '5.8'    'PEG  3350'    '15%  (w/v)'    ''    ''    ''    ''    ''    ''    ''    ''] 
/home/ethan/Documents/github/models/research/marco/X000015686-jpg/X000015686201907041303-jpg/X0000156860027201907041348.jpg,Precipitate,0.021418696,0.024519915,0.92778367,0.026277663,27, ['27'    '18_C0027'    'HR  Slice  pH  C3'    ''    ''    ''    'Sodium  cacodylate  trihydrate'    '0.5  M'    '6.1'    'PEG  3350'    '15%  (w/v)'    ''    ''    ''    ''    ''    ''    ''    ''] 
/home/ethan/Documents/github/models/research/marco/X000015686-jpg/X000015686201907041303-jpg/X0000156860028201907041348.jpg,Precipitate,0.23226146,0.021465825,0.7217147,0.024558067,28, ['28'    '18_C0028'    'HR  Slice  pH  C4'    ''    ''    ''    'Sodium  cacodylate  trihydrate'    '0.5  M'    '6.4'    'PEG  3350'    '15%  (w/v)'    ''    ''    ''    ''    ''    ''    ''    ''] 
/home/ethan/Documents/github/models/research/marco/X000015686-jpg/X000015686201907041303-jpg/X0000156860029201907041348.jpg,Precipitate,0.027527038,0.021838158,0.9269468,0.023688007,29, ['29'    '18_C0029'    'HR  Slice  pH  C5'    ''    ''    ''    'MES  monohydrate'    '0.5  M'    '5.3'    'PEG  3350'    '15%  (w/v)'    ''    ''    ''    ''    ''    ''    ''    ''] 
/home/ethan/Documents/github/models/research/marco/X000015686-jpg/X000015686201907041303-jpg/X0000156860030201907041348.jpg,Clear,0.02271648,0.024428822,0.022958085,0.92989653,30, ['30'    '18_C0030'    'HR  Slice  pH  C6'    ''    ''    ''    'MES  monohydrate'    '0.5  M'    '5.6'    'PEG  3350'    '15%  (w/v)'    ''    ''    ''    ''    ''    ''    ''    ''] 
/home/ethan/Documents/github/models/research/marco/X000015686-jpg/X000015686201907041303-jpg/X0000156860031201907041348.jpg,Precipitate,0.045378614,0.0276879,0.862806,0.06412749,31, ['31'    '18_C0031'    'HR  Slice  pH  C7'    ''    ''    ''    'MES  monohydrate'    '0.5  M'    '5.9'    'PEG  3350'    '15%  (w/v)'    ''    ''    ''    ''    ''    ''    ''    ''] 
/home/ethan/Documents/github/models/research/marco/X000015686-jpg/X000015686201907041303-jpg/X0000156860032201907041348.jpg,Clear,0.026016997,0.022749156,0.023969643,0.9272642,32, ['32'    '18_C0032'    'HR  Slice  pH  C8'    ''    ''    ''    'MES  monohydrate'    '0.5  M'    '6.2'    'PEG  3350'    '15%  (w/v)'    ''    ''    ''    ''    ''    ''    ''    ''] 
/home/ethan/Documents/github/models/research/marco/X000015686-jpg/X000015686201907041303-jpg/X0000156860033201907041348.jpg,Precipitate,0.026138147,0.025087196,0.9222509,0.026523767,33, ['33'    '18_C0033'    'HR  Slice  pH  C9'    ''    ''    ''    'MES  monohydrate'    '0.5  M'    '6.5'    'PEG  3350'    '15%  (w/v)'    ''    ''    ''    ''    ''    ''    ''    ''] 
/home/ethan/Documents/github/models/research/marco/X000015686-jpg/X000015686201907041303-jpg/X0000156860034201907041348.jpg,Crystals,0.71998423,0.14792156,0.090371214,0.041723013,34, ['34'    '18_C0034'    'HR  Slice  pH  C10'    ''    ''    ''    'BIS-TRIS  '    '0.5  M'    '5.7'    'PEG  3350'    '15%  (w/v)'    ''    ''    ''    ''    ''    ''    ''    ''] 
/home/ethan/Documents/github/models/research/marco/X000015686-jpg/X000015686201907041303-jpg/X0000156860035201907041347.jpg,Precipitate,0.02273484,0.025332173,0.92386496,0.028068025,35, ['35'    '18_C0035'    'HR  Slice  pH  C11'    ''    ''    ''    'BIS-TRIS  '    '0.5  M'    '6.0'    'PEG  3350'    '15%  (w/v)'    ''    ''    ''    ''    ''    ''    ''    ''] 
/home/ethan/Documents/github/models/research/marco/X000015686-jpg/X000015686201907041303-jpg/X0000156860036201907041347.jpg,Clear,0.03805264,0.022562988,0.027006209,0.91237825,36, ['36'    '18_C0036'    'HR  Slice  pH  C12'    ''    ''    ''    'BIS-TRIS  '    '0.5  M'    '6.3'    'PEG  3350'    '15%  (w/v)'    ''    ''    ''    ''    ''    ''    ''    ''] 
/home/ethan/Documents/github/models/research/marco/X000015686-jpg/X000015686201907041303-jpg/X0000156860037201907041347.jpg,Precipitate,0.027407797,0.02403862,0.9237202,0.02483341,37, ['37'    '18_C0037'    'HR  Slice  pH  D1'    ''    ''    ''    'BIS-TRIS  '    '0.5  M'    '6.6'    'PEG  3350'    '15%  (w/v)'    ''    ''    ''    ''    ''    ''    ''    ''] 
/home/ethan/Documents/github/models/research/marco/X000015686-jpg/X000015686201907041303-jpg/X0000156860038201907041347.jpg,Clear,0.03784691,0.020375263,0.019378403,0.92239946,38, ['38'    '18_C0038'    'HR  Slice  pH  D2'    ''    ''    ''    'BIS-TRIS  '    '0.5  M'    '6.9'    'PEG  3350'    '15%  (w/v)'    ''    ''    ''    ''    ''    ''    ''    ''] 
/home/ethan/Documents/github/models/research/marco/X000015686-jpg/X000015686201907041303-jpg/X0000156860039201907041347.jpg,Crystals,0.57986057,0.03262078,0.027422678,0.3600959,39, ['39'    '18_C0039'    'HR  Slice  pH  D3'    ''    ''    ''    'ADA'    '0.5  M'    '5.8'    'PEG  3350'    '15%  (w/v)'    ''    ''    ''    ''    ''    ''    ''    ''] 
/home/ethan/Documents/github/models/research/marco/X000015686-jpg/X000015686201907041303-jpg/X0000156860040201907041347.jpg,Clear,0.055982146,0.027669374,0.023303805,0.89304465,40, ['40'    '18_C0040'    'HR  Slice  pH  D4'    ''    ''    ''    'ADA'    '0.5  M'    '6.1'    'PEG  3350'    '15%  (w/v)'    ''    ''    ''    ''    ''    ''    ''    ''] 
/home/ethan/Documents/github/models/research/marco/X000015686-jpg/X000015686201907041303-jpg/X0000156860041201907041347.jpg,Precipitate,0.03308061,0.023279162,0.92077154,0.022868691,41, ['41'    '18_C0041'    'HR  Slice  pH  D5'    ''    ''    ''    'ADA'    '0.5  M'    '6.4'    'PEG  3350'    '15%  (w/v)'    ''    ''    ''    ''    ''    ''    ''    ''] 
/home/ethan/Documents/github/models/research/marco/X000015686-jpg/X000015686201907041303-jpg/X0000156860042201907041347.jpg,Clear,0.025909303,0.026744567,0.026130099,0.92121613,42, ['42'    '18_C0042'    'HR  Slice  pH  D6'    ''    ''    ''    'ADA'    '0.5  M'    '6.7'    'PEG  3350'    '15%  (w/v)'    ''    ''    ''    ''    ''    ''    ''    ''] 
/home/ethan/Documents/github/models/research/marco/X000015686-jpg/X000015686201907041303-jpg/X0000156860043201907041347.jpg,Precipitate,0.099118955,0.022906411,0.8379329,0.040041815,43, ['43'    '18_C0043'    'HR  Slice  pH  D7'    ''    ''    ''    'ADA'    '0.5  M'    '7.0'    'PEG  3350'    '15%  (w/v)'    ''    ''    ''    ''    ''    ''    ''    ''] 
/home/ethan/Documents/github/models/research/marco/X000015686-jpg/X000015686201907041303-jpg/X0000156860044201907041347.jpg,Clear,0.025702573,0.026684552,0.02915615,0.91845673,44, ['44'    '18_C0044'    'HR  Slice  pH  D8'    ''    ''    ''    'Imidazole'    '0.5  M'    '6.2'    'PEG  3350'    '15%  (w/v)'    ''    ''    ''    ''    ''    ''    ''    ''] 
/home/ethan/Documents/github/models/research/marco/X000015686-jpg/X000015686201907041303-jpg/X0000156860045201907041347.jpg,Precipitate,0.025798257,0.023357738,0.9267258,0.024118219,45, ['45'    '18_C0045'    'HR  Slice  pH  D9'    ''    ''    ''    'Imidazole'    '0.5  M'    '6.5'    'PEG  3350'    '15%  (w/v)'    ''    ''    ''    ''    ''    ''    ''    ''] 
/home/ethan/Documents/github/models/research/marco/X000015686-jpg/X000015686201907041303-jpg/X0000156860046201907041347.jpg,Precipitate,0.023444708,0.023339897,0.9300498,0.023165649,46, ['46'    '18_C0046'    'HR  Slice  pH  D10'    ''    ''    ''    'Imidazole'    '0.5  M'    '6.8'    'PEG  3350'    '15%  (w/v)'    ''    ''    ''    ''    ''    ''    ''    ''] 
/home/ethan/Documents/github/models/research/marco/X000015686-jpg/X000015686201907041303-jpg/X0000156860047201907041347.jpg,Precipitate,0.041664883,0.048667006,0.8746784,0.034989793,47, ['47'    '18_C0047'    'HR  Slice  pH  D11'    ''    ''    ''    'Imidazole'    '0.5  M'    '7.1'    'PEG  3350'    '15%  (w/v)'    ''    ''    ''    ''    ''    ''    ''    ''] 
/home/ethan/Documents/github/models/research/marco/X000015686-jpg/X000015686201907041303-jpg/X0000156860048201907041347.jpg,Crystals,0.61606294,0.09032264,0.24738501,0.046229403,48, ['48'    '18_C0048'    'HR  Slice  pH  D12'    ''    ''    ''    'Imidazole'    '0.5  M'    '7.4'    'PEG  3350'    '15%  (w/v)'    ''    ''    ''    ''    ''    ''    ''    ''] 
/home/ethan/Documents/github/models/research/marco/X000015686-jpg/X000015686201907041303-jpg/X0000156860049201907041346.jpg,Crystals,0.9104362,0.018932948,0.019731538,0.05089937,49, ['49'    '18_C0049'    'HR  Slice  pH  E1'    ''    ''    ''    'BIS-TRIS  propane'    '0.5  M'    '6.4'    'PEG  3350'    '15%  (w/v)'    ''    ''    ''    ''    ''    ''    ''    ''] 
/home/ethan/Documents/github/models/research/marco/X000015686-jpg/X000015686201907041303-jpg/X0000156860050201907041346.jpg,Crystals,0.79668635,0.02108784,0.026323816,0.15590198,50, ['50'    '18_C0050'    'HR  Slice  pH  E2'    ''    ''    ''    'BIS-TRIS  propane'    '0.5  M'    '6.7'    'PEG  3350'    '15%  (w/v)'    ''    ''    ''    ''    ''    ''    ''    ''] 
/home/ethan/Documents/github/models/research/marco/X000015686-jpg/X000015686201907041303-jpg/X0000156860051201907041346.jpg,Crystals,0.9497542,0.012268317,0.01801387,0.019963577,51, ['51'    '18_C0051'    'HR  Slice  pH  E3'    ''    ''    ''    'BIS-TRIS  propane'    '0.5  M'    '7.0'    'PEG  3350'    '15%  (w/v)'    ''    ''    ''    ''    ''    ''    ''    ''] 
/home/ethan/Documents/github/models/research/marco/X000015686-jpg/X000015686201907041303-jpg/X0000156860052201907041346.jpg,Precipitate,0.024944622,0.02386195,0.92469025,0.026503153,52, ['52'    '18_C0052'    'HR  Slice  pH  E4'    ''    ''    ''    'BIS-TRIS  propane'    '0.5  M'    '7.3'    'PEG  3350'    '15%  (w/v)'    ''    ''    ''    ''    ''    ''    ''    ''] 
/home/ethan/Documents/github/models/research/marco/X000015686-jpg/X000015686201907041303-jpg/X0000156860053201907041346.jpg,Precipitate,0.022327064,0.024870425,0.92811286,0.024689602,53, ['53'    '18_C0053'    'HR  Slice  pH  E5'    ''    ''    ''    'MOPS'    '0.5  M'    '6.5'    'PEG  3350'    '15%  (w/v)'    ''    ''    ''    ''    ''    ''    ''    ''] 
/home/ethan/Documents/github/models/research/marco/X000015686-jpg/X000015686201907041303-jpg/X0000156860054201907041346.jpg,Clear,0.17208692,0.029674316,0.031239118,0.7669996,54, ['54'    '18_C0054'    'HR  Slice  pH  E6'    ''    ''    ''    'MOPS'    '0.5  M'    '6.8'    'PEG  3350'    '15%  (w/v)'    ''    ''    ''    ''    ''    ''    ''    ''] 
/home/ethan/Documents/github/models/research/marco/X000015686-jpg/X000015686201907041303-jpg/X0000156860055201907041346.jpg,Crystals,0.9123629,0.014764155,0.053630967,0.019242039,55, ['55'    '18_C0055'    'HR  Slice  pH  E7'    ''    ''    ''    'MOPS'    '0.5  M'    '7.1'    'PEG  3350'    '15%  (w/v)'    ''    ''    ''    ''    ''    ''    ''    ''] 
/home/ethan/Documents/github/models/research/marco/X000015686-jpg/X000015686201907041303-jpg/X0000156860056201907041346.jpg,Precipitate,0.025269985,0.022450794,0.92942786,0.02285133,56, ['56'    '18_C0056'    'HR  Slice  pH  E8'    ''    ''    ''    'MOPS'    '0.5  M'    '7.4'    'PEG  3350'    '15%  (w/v)'    ''    ''    ''    ''    ''    ''    ''    ''] 
/home/ethan/Documents/github/models/research/marco/X000015686-jpg/X000015686201907041303-jpg/X0000156860057201907041346.jpg,Clear,0.026834708,0.02335074,0.028367558,0.921447,57, ['57'    '18_C0057'    'HR  Slice  pH  E9'    ''    ''    ''    'MOPS'    '0.5  M'    '7.7'    'PEG  3350'    '15%  (w/v)'    ''    ''    ''    ''    ''    ''    ''    ''] 
/home/ethan/Documents/github/models/research/marco/X000015686-jpg/X000015686201907041303-jpg/X0000156860058201907041346.jpg,Clear,0.04251501,0.026053313,0.026174884,0.90525687,58, ['58'    '18_C0058'    'HR  Slice  pH  E10'    ''    ''    ''    'HEPES  sodium  '    '0.5  M'    '6.6'    'PEG  3350'    '15%  (w/v)'    ''    ''    ''    ''    ''    ''    ''    ''] 
/home/ethan/Documents/github/models/research/marco/X000015686-jpg/X000015686201907041303-jpg/X0000156860059201907041346.jpg,Precipitate,0.119315736,0.022190284,0.8348793,0.023614693,59, ['59'    '18_C0059'    'HR  Slice  pH  E11'    ''    ''    ''    'HEPES  sodium  '    '0.5  M'    '6.9'    'PEG  3350'    '15%  (w/v)'    ''    ''    ''    ''    ''    ''    ''    ''] 
/home/ethan/Documents/github/models/research/marco/X000015686-jpg/X000015686201907041303-jpg/X0000156860060201907041346.jpg,Precipitate,0.04584107,0.023834914,0.90773875,0.022585304,60, ['60'    '18_C0060'    'HR  Slice  pH  E12'    ''    ''    ''    'HEPES  sodium  '    '0.5  M'    '7.2'    'PEG  3350'    '15%  (w/v)'    ''    ''    ''    ''    ''    ''    ''    ''] 
/home/ethan/Documents/github/models/research/marco/X000015686-jpg/X000015686201907041303-jpg/X0000156860061201907041346.jpg,Other,0.06437599,0.84202397,0.048336055,0.04526397,61, ['61'    '18_C0061'    'HR  Slice  pH  F1'    ''    ''    ''    'HEPES  sodium  '    '0.5  M'    '7.5'    'PEG  3350'    '15%  (w/v)'    ''    ''    ''    ''    ''    ''    ''    ''] 
/home/ethan/Documents/github/models/research/marco/X000015686-jpg/X000015686201907041303-jpg/X0000156860062201907041346.jpg,Clear,0.05116625,0.025395483,0.026524615,0.89691365,62, ['62'    '18_C0062'    'HR  Slice  pH  F2'    ''    ''    ''    'HEPES'    '0.5  M'    '6.8'    'PEG  3350'    '15%  (w/v)'    ''    ''    ''    ''    ''    ''    ''    ''] 
/home/ethan/Documents/github/models/research/marco/X000015686-jpg/X000015686201907041303-jpg/X0000156860063201907041346.jpg,Crystals,0.7169219,0.03525308,0.16043736,0.08738762,63, ['63'    '18_C0063'    'HR  Slice  pH  F3'    ''    ''    ''    'HEPES'    '0.5  M'    '7.1'    'PEG  3350'    '15%  (w/v)'    ''    ''    ''    ''    ''    ''    ''    ''] 
/home/ethan/Documents/github/models/research/marco/X000015686-jpg/X000015686201907041303-jpg/X0000156860064201907041346.jpg,Crystals,0.5079619,0.3379789,0.09999544,0.05406377,64, ['64'    '18_C0064'    'HR  Slice  pH  F4'    ''    ''    ''    'HEPES'    '0.5  M'    '7.4'    'PEG  3350'    '15%  (w/v)'    ''    ''    ''    ''    ''    ''    ''    ''] 
/home/ethan/Documents/github/models/research/marco/X000015686-jpg/X000015686201907041303-jpg/X0000156860065201907041346.jpg,Other,0.037437458,0.8715063,0.056339797,0.03471642,65, ['65'    '18_C0065'    'HR  Slice  pH  F5'    ''    ''    ''    'HEPES'    '0.5  M'    '7.7'    'PEG  3350'    '15%  (w/v)'    ''    ''    ''    ''    ''    ''    ''    ''] 
/home/ethan/Documents/github/models/research/marco/X000015686-jpg/X000015686201907041303-jpg/X0000156860066201907041346.jpg,Crystals,0.7189262,0.05213938,0.13993649,0.08899788,66, ['66'    '18_C0066'    'HR  Slice  pH  F6'    ''    ''    ''    'TRIS  hydrochloride'    '0.5  M'    '7.2'    'PEG  3350'    '15%  (w/v)'    ''    ''    ''    ''    ''    ''    ''    ''] 
/home/ethan/Documents/github/models/research/marco/X000015686-jpg/X000015686201907041303-jpg/X0000156860067201907041346.jpg,Precipitate,0.073726,0.02259614,0.8785124,0.025165474,67, ['67'    '18_C0067'    'HR  Slice  pH  F7'    ''    ''    ''    'TRIS  hydrochloride'    '0.5  M'    '7.5'    'PEG  3350'    '15%  (w/v)'    ''    ''    ''    ''    ''    ''    ''    ''] 
/home/ethan/Documents/github/models/research/marco/X000015686-jpg/X000015686201907041303-jpg/X0000156860068201907041346.jpg,Other,0.027744768,0.8923959,0.051665954,0.028193416,68, ['68'    '18_C0068'    'HR  Slice  pH  F8'    ''    ''    ''    'TRIS  hydrochloride'    '0.5  M'    '7.8'    'PEG  3350'    '15%  (w/v)'    ''    ''    ''    ''    ''    ''    ''    ''] 
/home/ethan/Documents/github/models/research/marco/X000015686-jpg/X000015686201907041303-jpg/X0000156860069201907041346.jpg,Precipitate,0.054474678,0.022136947,0.9016977,0.021690715,69, ['69'    '18_C0069'    'HR  Slice  pH  F9'    ''    ''    ''    'TRIS  hydrochloride'    '0.5  M'    '8.1'    'PEG  3350'    '15%  (w/v)'    ''    ''    ''    ''    ''    ''    ''    ''] 
/home/ethan/Documents/github/models/research/marco/X000015686-jpg/X000015686201907041303-jpg/X0000156860070201907041346.jpg,Clear,0.3471972,0.029267259,0.040632498,0.582903,70, ['70'    '18_C0070'    'HR  Slice  pH  F10'    ''    ''    ''    'Tris'    '0.5  M'    '7.3'    'PEG  3350'    '15%  (w/v)'    ''    ''    ''    ''    ''    ''    ''    ''] 
